,Author,Date,body,Class
1142,dumindu jayasinghe,2016-06-24,it be good idea to develop a seperate like localcast  those s have adds  this be not profesional ,
1143,keri alain,2016-06-24,so i have 2 samsung tab4 mine have google cast and my husband s have chrome cast the old version   mine will not connect or find the 2 chrome cast i have in my house but but husband s work fine  i be restart my chrome cast almost everyday  tonight i reset my tab to factory setting because i think it have a problem but low and behold still don t work  i see a lot of complaint about this go on for month but seem like google don t really care  very disoint in this new version ,1.0
1144,tra'mecia mcadams,2016-06-24,loving  it,
1145,michael froggett,2016-06-24,i have it for over a year and be be great  but fit the last month my s4 phone and tab4 wing stream  i reset the chromecast and do the setup  it say be connect to wifi and my phone and tab see the chromecast but they win t stream  this be brutal!,1.0
1146,george haber,2016-06-24,please fix it and then i will be give it 4 or 5 star,1.0
1147,greg stroz,2016-06-24,it s good,
1148,jack wiggins,2016-06-24,when be works it works! i wish all video s have the google cast capabilities ,2.0
1149,edward hk,2016-06-24,sudden lose connect all the time  have to un and reinstall again and again  still not for sure to connect back on,1.0
1150,briana o,2016-06-24,incompatible with samsung devices  i have try so hard to like this as much as i used to when i first purchase it  it will not show that my device be on my network  seem it have one problem after the next for the past 6 8 months ,1.0
1151,chris tucker,2016-06-24,be amazing but about the update ago i can no longer motor my phone photo etc to my tv  i always get the message season with chrome have ended  but it never even starts?! my phone be a google nexus 6p one would think a google phone would work well with google product i ve send emails error report and requested customer support and have not receive any help other than your message have be receive netflix and hulu work fine casting from my phone why can t my phone itself be mirror anymore?? so frustrate,1.0
1152,jon siegel,2016-06-24,old keep my device connect at all times  have to power down and back on to get my chromecast with new and i don t seem to be the only one,
1153,randi beatty,2016-06-24,the can t find my chrome  still!,1.0
1154,justin jackson,2016-06-24,always seem to lag from my phone when just screen mirror it then tend to be voice before lip move cause me to pause and then wait or back track what i be watch to catch up  worked great until add all the stuff for view,1.0
1155,tab mcdonough,2016-06-24,chromecast? no bcuz of a bad product make the news  gee we need to call it something different so as to disassociate ourselves with chrome  totally change format harder to navigate more way to make money off of the little people ,
1156,milovan ku  akovi  ,2016-06-24,35  and your regular tv become smart   you can cast from different device pc tablet mobile     ,1.0
1157,vijaya kumar koganti,2016-06-24,super,
1158,smooth mack,2016-06-24,there s no fault other than the fact that you should be able to mirror cast all video even from 3rd party s,
1159,kieran hall,2016-06-24,cool,
1160,mitchell crimi,2016-06-24,unreliable  issues  also by design will not allow your tv to sleep and will sap your datum when you be not used it ,
1161,martin john q,2016-06-24,make the cast screen offline make it work with wifi but no internet connection ,1.0
1162,crimson roses,2016-06-24,never really have any issue with it  well worth  35 and i couldn t imagine not have it anymore haha,
1163,craig merricks,2016-06-24,it win t connect to my samsung galaxy j3 it say that if my phone run android 4 4 2 or higher it will work my phone run android 5 1 1 which be higher so why don t it work can u fix this issue please and i will give it 5 star,1.0
1164,ramirez   azurin,2016-06-24,please add route audio to device function ,
1165,dhruv choudhary,2016-06-24,good,
1166,canh diep,2016-06-24,good!,
1167,l boyd,2016-06-24,when i first download the it work great but since move i cannot get it to connect and cast any of the show from my s  it will read ready to cast on my tv and that s as far as i get with it  ridiculous!,1.0
1168,tony beel,2016-06-24,keep say google cast will be download soon  i want it now,
1169,rocky pingale,2016-06-24,absolutely doesn t work without internet you might as well install a door knob to your tv without internet  should at least be able to stream local content but no! sad,1.0
1170,cjd online,2016-06-24,work perfect on my s6  every time i want to use it i have to delete data  please fix,1.0
1171,anthony briggs,2016-06-24,i use it for youtube netflix and stuff like that  but the big problem be google photo can t be cast even the mirror cast  game say that i can cast i can t cast it on my new chromecast ,
1172,ashley ray,2016-06-24,this work great,
1173,murlee dharan,2016-06-24,very nice!,
1174,belen balfo,2016-06-24,best ever  ,
1175,mark wong ken,2016-06-24,this be it  this be the future  want to show your friend a hilarious youtube video at 3am but don t feel like have to breathe their stink in? cast it to your tv  cast that recipe on chrome to your tv to have it clear by your partner for dinner tonight  cast netflix to your tv so you can browse what you will watch next after you realize you hate the new season of daredevil but you don t   chromecast be one of the best thing to be release in a long time for me and have change the way i consume media ,
1176,joe stone,2016-06-24,audio and picture out of sync ,1.0
1177,terry may,2016-06-24,luv it! great for showing friend holiday photo stream video no problem can t be without it ,
1178,ketan wadkar,2016-06-24,nice,
1179,diego nicolas barrera,2016-06-24,best casting experience,
1180,kit pogi,2016-06-24,one of google s best creation,2.0
1181,vulgar nebz,2016-06-24,boi,
1182,deborah wheeler,2016-06-24,wonderful,
1183,matt paonessa,2016-06-24,excellent concept support be slow come and why be the api close to development?,
1184,matthew goodman,2016-06-24,what hen,
1185,team usa,2016-06-24,    ,
1186,matthew berger,2016-06-24,ask for a credit card if you want to play your own mp3 s  you have to download your music to their website  yet another scam to get your credit card on filebad!!! download a different to play your own media!,
1187,sean o'mara,2016-06-24,works every time!,
1188,ronald schwartz,2016-06-24,if only everything be this easy ,
1189,  yvind from norway,2016-06-24,doesn t remember previous wi fi connections  i bring the chromecast with me frequently and i always have to do the setup every time ,1.0
1190,dark shape,2016-06-24,my sony bravia from 2011 be technically a smart tv  it have nextflix hulu and youtube support build in but the inbuilt s arent support anymore so the chromecast be an excellent way to bring those feature back to it  i mean all my modern game console can do that too but there be just something kind of nice about have a dedicated device just for stream movie and music ,
1191,gunjan dubey,2016-06-24,thank for netflix support in india! try get support for hotstar in india as well,
1192,tuan truong,2016-06-24,cast button have disear on video plugin of website recently ,1.0
1193,kristian schurmann mikaelsen,2016-06-24,the setup process can be make by a child and never fail to work  chromecast be connect to all tv s in the home ,
1194,randall huffman,2016-06-24,update on june 24 430pm eastern u s    at 431pm chrome stopped working  complete garbage   lg l31l netflix,
1195,steve wenzel,2016-06-24,work well overall but on live sportscast it buffer frequently  i lose 2 innings of game the other day  also it just stop during live telecast and i have to reboot telecast twice during game  work fine on tv show movie etc ,
1196,ian heim,2016-06-24,use roku! it win t timeout on you ,
1197,dollie lloyd,2016-06-24,loving it so far be used it for few month now ,
1198,gregg kapuscinski,2016-06-24,but doesn t seem to work well with hbo now  it know when show be available on hbo and recommend hbo go but not the standalone hbo now ,2.0
1199,patrick charles,2016-06-24,awesome tool  i can watch tv or the internet all while surfing the web or used other s  portable to use with other devices  must have wi fi though ,
1200,jon robinson,2016-06-24,chromecast great unless used samsung tabletcrash system and restart tablet when you look at notification pull down  dont think i be the only one with this problem?,1.0
1201,charlie cannizzaro,2016-06-24,doesnt work,1.0
1202,lenin camana,2016-06-24,for 35 buck love how it turn tv into a smart tv,
1203,sir laq,2016-06-24,this whole google cast thing be so awesome! cheap and working great! music movie everything work great! only con be that dongle need to be reseted power cord offon once a week cause connection get poor ,
1204,emma pinnock,2016-06-24,keep disconnect from my samsung if i can give it half a star i would  don t know why it s not work there be no information provide to help either!,
1205,tasos papanik,2016-06-24,i hope in the future to support every thing every lication ,
1206,sora ski,2016-06-24,the,
1207,tom kukitz,2016-06-24,it keep play when i shutdown the phone  very limit selection  and  35 for the device be stealing  the engineer should be fired  you idiot should have create bluetooth device to use old speakers  ripoff!,
1208,julie head,2016-06-24,add more s! love the hbo netflix and hulu plus  want showtime and amazon prime,
1209,scott tollus,2016-06-24,the only way to watch tv  thank google! youtube crash constantly  please fix it  netflix run flawlessly ,1.0
1210,alex dimitriou,2016-06-24,love it,
1211,steph,2016-06-24,work great!,
1212,matt fichera,2016-06-24,great,
1213,edwin vargas,2016-06-24,dificil de manejar la conecion con la tv es malisima y la aplicacione casi ninguna silben,
1214,d patel,2016-06-24,love it,
1215,tim dawg,2016-06-24,yee yee !!,
1216,keith kiely,2016-06-24,need to support more codecs ,
1217,bader alshammari,2016-06-24,,
1218,hussein alghazal,2016-06-24,support  avi with subtitle  srt,
1219,d3adman 89,2016-06-24,great device when it s working  however it win t maintain a connection once my phone go to sleep  it ll keep stream on the tv but it win t do anything on my phone such as stop the stream or forwardrewind ,1.0
1220,teresa davidson,2016-06-24,the sound be out of sync and now that i have cable i can t use it at all  cable be used hdmi1 and the cast device doesn t work in hdmi2  it also keep say it s not optimize for my device  i have a samsung galaxy s5 ,1.0
1221,kingzer0110                  ,2016-06-24,why do stream suck so bad on this  i just don t get it  what be the minimum network speed for the various service be what o want to know ,
1222,jesus kj,2016-06-24,,
1223,ataaib khan,2016-06-24,clear quick and easy never have anything this simple  if you have a android no need for sky virgin or bt get everything from your phone!!!!,
1224,bebo bleu,2016-06-24,look really good i just wish it connect to a lot more thing,
1225,francisco lugo rodriguez,2016-06-24,i just love how easy you can cast anything you want to watch or listen to on any tv stereo or speaker in the house have different tv set google cast ready just change my life  i don t watch regular tv anymore now i command tv and music be at my fingertips ,
1226,michelle corrick,2016-06-23,it need an option to uninstall updates! ever since the last update i can t use it on half the movie site i do before! please fix this,1.0
1227,matt francis,2016-06-23,new update cause my casting option to disear this be not acceptable,
1228,izzy odinson,2016-06-23,i have an ipad that connect perfectly fine  it never disconnects  however my son s android tablet doesn t work and neither do my android phone  it just seem unfair that i have to bring the ipad out when used my phone be much more convenient  fix this and you ll get 5 stars ,1.0
1229,russell wren,2016-06-23,this thing sicks!,
1230,anthony dimauro,2016-06-23,very glitchey and always freeze when i first get chromecast i would have give it 5 star but after the last couple of update it s now a 1 ,1.0
1231,prince olusegun oni,2016-06-23,it s simply beautiful,
1232,jaime snyder,2016-06-23,i be loving this but for some reason it stop cast from my samsung phone  edit i figure out the problem i have somev how disconnected my wifi  as soon as it be on the casting icon come back  oops  my bad ,
1233,the peter,2016-06-23,it be a great and great device but the one thing it be lack be be able to lock the chromecast so that everyone who want to cast anything have to put in a special code or something like that just be able t lock it please!,1.0
1234,jonna lee diendo,2016-06-23,m,
1235,laurence taylor,2016-06-23,start by working very satisfactorily but now require a router reboot bt 5 in order for any device asushd7 samsung 4 to find it,1.0
1236,new sandy,2016-06-23,last time i still can use chrome s to cast in my tv  but now the casting icon disear from the chrome s  may u guy fix it asap,1.0
1237,alireza soroudi,2016-06-23,i be try to cast my cable connect pc to chrome chast but it can not find it  i have to reset the chromecast every time i want to do it   i have be successful in cast wireless connect device to chrome cast but not cable connect ones ,1.0
1238,daniel acosta,2016-06-23,make life easier,
1239,p0rtugal kid,2016-06-23,when the fire start to burn,
1240,justo ruan,2016-06-23,be better,
1241,angelica molina,2016-06-23,it work really well when i first get it  now it s not compatible to any of my device and i keep rebooting but nothing works  then it send me somewhere to fix it but still i can t get it to work ,1.0
1242,jessica rivera,2016-06-23,jessica,
1243,charlie smith,2016-06-23,i ll give 5 star when i can add my chrome cast to my chrome cast audio groups  i can cast all the same s to the chrome cast  why can it not be add to the group?,
1244,zafar khan,2016-06-23,can t figure out configuration   do i pay for such a user unfriendly,1.0
1245,john hardy,2016-06-23,when i first bought it about two year ago it work perfect until now i just moved  hooked it back up and it wont work?? reinstal it and follow all the instruction from everyone on the net to fix it and nothing works? the computer find it on the tv and they talk to each other and while it say connect on both the computer eventually time out with a something go wrong message? can t get past that?,
1246,callum gill,2016-06-23,as i have a lower than average broadband speed stream video just doesn t work  i buy this to use guest mode and use my phone data plan as that work greatexcept guest mode doesn t work ,1.0
1247,sunil singh,2016-06-23,doesn t work willk with s7,1.0
1248,jesse rodriguez,2016-06-23,its a waist of fkn time dont even download it it should b tookn off and a waist of money too get a fkn life instead of screwing ppl out of there money,
1249,dean cripe,2016-06-23,i agree with othersneither of my comecast v 1 adapter get past the re verification stage after the update nor do my tablet or laptop  bug alert!,1.0
1250,joe ferraro,2016-06-23,ok but not cool that google do not let you opt out of the location after they scred your wifi password ,
1251,max tighe,2016-06-23,tablet will freeze poor connection bad graphic google play will crash if i try to be rational and yes i have the required version ,1.0
1252,patricia obarto,2016-06-23,keep lose connection with my cromecast,1.0
1253,chris robles,2016-06-23,booooooooo,
1254,khalid abdullah,2016-06-23,i watch tv show through a website and the chromecast icon no longer show up to cast it  everything be work great until a couple of week ago and now my phone win t cast anything unless it s directly from a support   what give google? why do this to loyal customers? i didn t buy this thing to go on youtube ,1.0
1255,go or,2016-06-23,say no nearby device when try to connect  yet i know the device be connect to my wifi  can t find it  useless  be work before without problem and now doesn t work at all ,1.0
1256,lucia pedregon,2016-06-23,it doesn t cast any of my s anymore  this be the worst change to chrome cast ever  so disointed  i even check on the compatibility and my device be listed  it can t find the device when i search for it  need a fix now   !  at,1.0
1257,nick henson,2016-06-23,i ve have my chromecast for a couple year within the last few month all the update have screw everything up  nothing will connect anymore  it s so useless and inconvenient now! goodbye google cast or chromecast   more like suck cast ,1.0
1258,gary vowels,2016-06-22,update be the pit when they they muck up an that be work fine,1.0
1259,mat schultz,2016-06-22,mirror be laughable  don t bother  version 1 and 2 be both hit or miss  do not work with most used s  maybe version 3 will be the one!,
1260,d whet,2016-06-22,i love this it be so easy to do be pretty awsome,
1261,naygel nayoo,2016-06-22,no matter what hen love you google,
1262,stephanie sykes,2016-06-22,it s cool  but i wish it can stop lag thru this android phone i buy to go with it  due to the fact my whole house have le products ,1.0
1263,jeffrey murray,2016-06-22,it do not cast my screen for very long  maybe if i m lucky it will for 20 minutes  showbox do not have the option to cast movie so i try to cast my screen to watch movies  i find it very uncomfortable for watch movie on my phone  i don t know if i m the only one with this problem but its be hen for quite some time now  just figured it would be fix by now but other than that it s a great   i ll rate 5 star once the problem be note and fixed  thank you ,1.0
1264,heather riffenburg,2016-06-22,netflix vudu and hulu be always clocking  these s work well on phone and through xbox ,
1265,andrew decriscio,2016-06-22,have stream issue and playback where i left off from computer and phone be all pff  it win t allow me to rewind on my computer ,1.0
1266,matt hay,2016-06-22,i have 3 tvs in my house and have one on everyone of them  work like charm,
1267,lil bong bong,2016-06-22,i m try to use my android as a type of video input on my tv yet the be complicate and difficult i don t have wifi so do that mean i can t? please reply,1.0
1268,eric gentry,2016-06-22,repeatedly reboot and factory reset for over an hour  the cast will not detect my chromecast  horrible experience ,
1269,jerry l,2016-06-22,i plugin and used for a year  try to unplug it and use on new tv  then the hdmi head be pull out  the chromecast csr say it be out of warranty  come on google it be first time i unplug it since i plug it in tv ,
1270,tom ta,2016-06-22,i get a buggy double screen on the tv and the display of my phone be mess up ,1.0
1271,hieronymus pratt,2016-06-22,this be not optimize for the galaxy s7? i don t know google maybe you can work on get this to work with a powerful and hugely popular phone  just a suggestion ,
1272,syphon08,2016-06-22,it s gooooood,
1273,amita mehra,2016-06-22,too good,
1274,ramon serrano,2016-06-22,perfect  u0026amp  simple ,
1275,kasie c,2016-06-22,why be this not compatible with galaxy s7 edge? i love this until i get a new phone  it s now useless ,
1276,chris mellor,2016-06-22,latest update sucks!! say my nexus 6p be not optimize for screen casting  only start pop up after the latest update ,1.0
1277,keith li' krazy craddock,2016-06-22,what the hell hen  i cant screen mirror anymore  the movie play for 10 sec and then stops  why do yall even mess with it  get it right  right now  im try to watch a movie,1.0
1278,gutu lai,2016-06-22,horrible signal,
1279,monaliza moges,2016-06-22,it is the greatest for chrome cast i love it !!!!!!!!!  !               ,
1280,dipu gor,2016-06-22,older version be very much batter,1.0
1281,matt cornell,2016-06-22,i love the chromecast and use it often  however since i update to the nexus 6 it say the phone be not an optimized device  how can this be possible? google make this phone  if any phone should be optimized it should be the nexus series  a five star experience otherwise ,
1282,heis apilot,2016-06-22,very glitcy!,
1283,steve k,2016-06-22,we have be used chromecast for over a year and never have an issue  since the update we can not get it to connect  when it do it only stay connect for a minute or two  very disointed  go to toss it and use something else  you ruin a great product ,1.0
1284,john wooduck hunt,2016-06-22,screen mirror works fine well done dev a step in the right      direction,
1285,darryl r,2016-06-22,absolutely no problem on my end work flawlessly with my phone tablet and laptop  just to be able watch youtube music video and concert on my tv make it worth it  thank google!,
1286,timesha franklin,2016-06-22,very glitchy,
1287,raku ichijo,2016-06-22,for local file videostream be the easiest most stable program to use as long as you have an average computer  and it s free  as far as file on your device i have be used the old es file explorer version 3 0 just fine ,
1288,andrew sauls,2016-06-22,top shelf     ,
1289,marc ch  telat,2016-06-22,except the lack of very cool and some network issue work perfectly!,1.0
1290,joseph p ,2016-06-22,samsung s6  thank google !,
1291,mofiz miah,2016-06-22,have network issue and sometimes can t find device,1.0
1292,pedro sanchez,2016-06-22,be it posable to watch movie that be downloadod on ur phone and don t have to use ur datum,1.0
1293,petrov andrey,2016-06-22,thank for amazing !,
1294,ninoska noemi,2016-06-22,screen mirror hardly ever work which be really frustrate,1.0
1295,george zubia,2016-06-22,one awesome  30 00 tool ,
1296,amie pham,2016-06-21,love old version more that we can cast any video from a chrome website  now cant do anything it get suck  and annoying more that we have to used youtube or pay movie to watch  such a wast of money to get this chromecast  please fix it and make it back to the old version thank   that we all can watch on the website into the tv and we can still used our phone  i hate the mirror part the whole phone get into the tv u cant do anything why wayching move with the whole phone connect into the tv  fix it ,1.0
1297,daniel andresen,2016-06-21,can only watch on tiny screen  the only way to watch tbs on a tv ears to be if you watch it on cable  tbs be the most frustrating network ,1.0
1298,yoresmy reyes,2016-06-21,work perfectly the first week on my lg g5 but after that it wouldnt connect to netflix so i look up in the internet why and arently this chromecast device doesnt work on lg g5 my only question be why be it work the first week? its kind of confuse it work on the newest samsung galaxy s7 but not on the lg g5  please try to fix this!,1.0
1299,steven smalls,2016-06-21,bye bye cable,2.0
1300,sean mulvaney,2016-06-21,pro can do more with my older less intelligent t v  con half the time it doesn t work or freezes  you have to keep it within 15 foot of the router accord to their tech support which really negate the wireless capability  it seem to not work when new episode of my favorite show be release and it cause me to have blood pressure issue result in chest pains  then we start the dance  i reboot my device the chromecast the tv my router my modem and it still win t work  then i call tech support they ask me to do the same thing again sometimes it still doesn t work  tech support tell me well more like make me feel that it s my fault it doesn t work  i channel my inner hy place to resist throw my device through the tv  i go to sleep angry  i wake up in the morning and chromecast act like nothing ever hen and work just fine  summary donate your old tv to charity buy a smart tv  or take up yoga or some other calming activity and cancel your netflix subscription because this thing be garbage when you really need it ,
1301,carlos lagunas,2016-06-21,freeze a lot,1.0
1302,haydn du plessis,2016-06-21,i frequently use my chromecast in two location and have to set up the wifi each time  it would be great if the cast can store multiple network configurations ,1.0
1303,allan pagsisihan,2016-06-21,before it work fine but after update your its not connect anymore!,1.0
1304,erika mota,2016-06-21,do not work always turn of and never let me use youtube unless i be connect,
1305,caroline miller,2016-06-21,with the recent update  i m no longer able to use my chromecast from my phone  i go from used it with no issues  to once the update complete i can t even connect to it  horrible update and now i be upset i can t use my chromecast anymore  please fix this ,1.0
1306,jerry holaway,2016-06-21,everything seem to work great but there be no way to send it to my sd card to free up memory on my device seriously fix this one thing and you will have a great,1.0
1307,earl dela cruz,2016-06-21,the recent update win t let me use my chrome to stream show anymore ,1.0
1308,simon rychlik,2016-06-21,useless now,
1309,luis brena,2016-06-21,awesome tool,
1310,d dwinnell,2016-06-21,would be a lot better if you be able to cast from any  ,
1311,debbie watson,2016-06-21,love it ,
1312,christian briones,2016-06-21,keep get disconnect and video be choppy i m used 3 google product chromecast nexus 6 phone and a google onhub you d think it would work flawlessly ,1.0
1313,dakota mears,2016-06-21,can i play game on this?,
1314,jeff lynskey,2016-06-21,lovevit,
1315,ken minnion,2016-06-21,not able to connect to my galaxy tab e  ok with my galaxy grand prime phone  why?,1.0
1316,donald daharu,2016-06-21,why do it cast with the highest volume? it come on really loud  at least mid volume do you win t get deaf laugh out loud,
1317,niall dewar,2016-06-21,just say load backdrop perpetually  send my new chromecast back to google because they can t leave thing alone  stop mess with it! i will try an amazon fire stick instead at least amazon have customer service,1.0
1318,gobind bharwani,2016-06-21,i m in love with google top      1,
1319,dr_ducky,2016-06-21,this be so good i don t get what all the fuss be about?,
1320,abdulaziz almuqrin,2016-06-21,thank you google,
1321,dagang wei,2016-06-21,super useful and affordable ,
1322,oml girl,2016-06-21,nice i downlode it on every phone it has never faild me thanks 4 this amazing                 im in love with this   by the way im 13 years old and use this ,
1323,reina garay,2016-06-21,its awesome,
1324,alex candelaria,2016-06-21,its a junk  i try to use my phone as a wifi spot an it turn my wifi off  its seem that you have to use another wifi ratter that your own phone that suck  im take this dump back to the store ,1.0
1325,heaven backers,2016-06-21,it win t stay connect to my galaxy note 4,1.0
1326,firas alkadrow,2016-06-21,best,
1327,chris lilly,2016-06-21,galaxy note 5  randomly lose connection  reboot every 5 minutesjust go to throw away and get roku,1.0
1328,kay kay,2016-06-21,very helpful,
1329,loreno solis,2016-06-20,no good dont recommend it   waste of money  ,
1330,christian amaro,2016-06-20,woo hoo,
1331,brianna sanders,2016-06-20,love it yes it do disconnect every once in a while but its because of my poor internet connection  other than that it have be a life saver cut the cost of have to pay for cable!!,
1332,richard hess,2016-06-20,newer isn t always the way ,1.0
1333,danielle updike,2016-06-20,the website i used the most to watch everything from i can no longer cast from with this new update  what s the point in used this when you can t watch the thing you be try to watch?,1.0
1334,duncan ketcheson,2016-06-20,wish there be a widget for the home screen like a pauseplaynext button  otherwise work as advertised ,
1335,mytchell williams,2016-06-20,i ve have the same chromecast for a very long time and never have any problem out of it but about a week ago my phone stop be able to connect to it and i don t know how to fix it my chromecast used to be one of my favorite thing in the house now it s completely useless,1.0
1336,mark balinang,2016-06-20,why i cant download the ?? be here for 1 hr its not download,1.0
1337,james gebhard,2016-06-20,doesn t load with netflix the load screen come up than nothing  galaxy s7 all s up to date ,1.0
1338,chris lauzon,2016-06-20,doesn t recognize my xbox but work on my chromecast,1.0
1339,jim bennett,2016-06-20,purchase the 2015 model  u0026amp  let s just say that it s irritating constantly every 2 week have to reconnect to the internet which be ridiculous especially when i hav 75 mb per sec thru xfinity so if u want a cheap low grade device get a chrome now u want the best get a fire or roku device they never hav issue with internet oh i m get 72 mbs clean so buy at ur own risk,1.0
1340,                           ,2016-06-20,,
1341,paul pop,2016-06-20,can indeed be better ,
1342,thomas belcourt,2016-06-20,it dont work,
1343,heyimangel  ,2016-06-20,i can t cast to my tv  this be stupid ,1.0
1344,clifton reece,2016-06-20,you need to change it so you can mirror your whole phone at all time,1.0
1345,elijah fisher,2016-06-20,i can t even get past the tuturial my screen keep turn black and then say chromecast have stop respond when i press continue ,1.0
1346,vladimir ciobanu,2016-06-20,very good very useful,
1347,adele wolfe,2016-06-20,it work fine most of the time but can be glitch and i ve have to reboot multiple time,
1348,cupcake57 wonder,2016-06-20,cool work but take a while to load,
1349,jahkobi mobley,2016-06-20,i freeze feature where you can freeze the screen,1.0
1350,marissa garcia,2016-06-20,now you block all chrome pop out video so i can t watch thing on the website where i have membership but no space to download the s!!!!!!! horrible!,1.0
1351,alesha foster,2016-06-20,overall its good just wont connect sometimes n have nothing to due to my internet which working fine at moment this want go crazy,1.0
1352,thomas regan,2016-06-20,crash often or wont connect very unreliable,1.0
1353,morphinion visuals,2016-06-20,be you aware of it? chromecast icon be no longer avaliable while play video in chrome broeser  that make my chromecast an usele investment  basically you kill two google product for me with just one hit ,1.0
1354,marc evans,2016-06-20,would be nice to mirror without used wi fi at all  meaning not have to use it on the device or chromecast itself,
1355,michael boren,2016-06-20,best way to watch hbo,
1356,david knight,2016-06-20,want to cast my smartphone to my smart tv,
1357,evan meidell,2016-06-20,i can cast to anything except netflix be have a really hard time with it it win t connect  i have do everything i can think of!,1.0
